,MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],CO2_working_capacity [mL/g]
181,mof_unit_pretest_182,3749.358375,1055.75196,4439.93,0.5273800000000001,1.1279,NH2-Me,3,18,26,pcu,11.36491866,4.9709650000000005,50.501495
182,mof_unit_pretest_183,1121.820647,839.83524,0.0,0.04573,0.0368,Pr-OH,2,4,9,pcu,14.79120559,8.378703999999999,148.07748
183,mof_unit_pretest_184,1667.550782,949.8712,1171.62,0.20123,0.2127,CN-Et,2,14,23,pcu,26.59120313,6.248635,154.07672
184,mof_unit_pretest_185,1668.981799,783.40822,2625.65,0.31606,0.4055,Pr-Et,3,14,25,pcu,13.3587381,5.605266,81.51976
185,mof_unit_pretest_186,3442.630644,2244.671696,1385.94,0.26045,0.2406,NO2-HCO,10,50,54,etb,16.14651525,6.1222660000000015,101.7796
186,mof_unit_pretest_187,3772.816762,1913.6977359999998,1914.78,0.35507,0.4216,H-NH2,10,51,54,etb,17.5463788,5.986096,84.04485
187,mof_unit_pretest_188,4334.121798,1914.1859600000007,2805.6,0.36671,0.5,H-NO2,4,2,25,acs,14.3876494,4.832255,70.49509
188,mof_unit_pretest_189,1668.9254970000004,895.36096,1820.67,0.24415,0.2741,H-HCO,3,4,23,pcu,23.02159584,5.710565,108.69905
189,mof_unit_pretest_190,2367.908646,1523.920358,1687.32,0.25738,0.2408,F-SO3H,2,12,28,pcu,29.10344189,5.834708999999998,93.22218
190,mof_unit_pretest_191,3055.152439,1354.83308,2866.87,0.37376,0.5076,NO2,12,4,13,bcu,14.94731675,5.013868,53.86361
191,mof_unit_pretest_192,1117.370502,585.4685599999998,2019.1,0.3276199999999999,0.3765,,2,1,14,pcu,8.702856652000001,5.333503,80.70262
192,mof_unit_pretest_193,1964.682183,1106.1561800000004,1860.78,0.25104,0.2685,OH-Pr,1,10,18,pcu,15.51098764,5.440875,93.800674
193,mof_unit_pretest_194,1451.09438,847.28808,1454.4,0.2241,0.2311,CN-HCO,3,12,18,pcu,19.71847852,6.069954,135.03143
194,mof_unit_pretest_195,3982.5107299999995,4045.761251,0.0,0.04147,0.0246,OH-F,4,4,15,acs,59.5958129,10.504869,223.40298
195,mof_unit_pretest_196,1071.892378,547.5051599999998,2096.72,0.2580699999999999,0.3043,Et,2,12,22,pcu,10.23786298,5.4612440000000015,91.00145
196,mof_unit_pretest_197,2304.2199809999997,1517.2024,264.19,0.0795299999999999,0.0727,Et-H,9,17,22,sra,39.95604885,8.323447999999999,192.95749
197,mof_unit_pretest_198,3184.483518,847.4934800000002,4498.2,0.56004,1.2673,Me,3,3,5,pcu,5.866541027999999,4.773778,41.835285
198,mof_unit_pretest_199,2217.5032850000002,1029.58464,2669.9,0.39474000000000004,0.512,Br-HCO,2,17,22,pcu,12.77408908,4.870674,61.057377
199,mof_unit_pretest_200,1599.357108,1040.2956,934.31,0.15872,0.147,H-OMe,9,5,13,sra,21.29116661,6.40984,122.55437
200,mof_unit_pretest_201,3191.649406,1124.35708,3044.53,0.33274000000000004,0.5688,Pr,2,3,5,pcu,16.60531773,5.965314,80.41935
201,mof_unit_pretest_202,2196.310914,1142.08252,1980.99,0.25119,0.2909,SO3H-NHMe,2,18,19,pcu,20.56871573,5.802122,105.83904
202,mof_unit_pretest_203,2932.722451,1028.31916,4211.75,0.45735,0.7855,Me-Cl,2,11,29,pcu,6.976184257000001,4.426444999999998,42.45855
203,mof_unit_pretest_204,2921.8050350000008,1248.0687599999999,2706.68,0.36687,0.5172,OEt-COOH,2,8,9,pcu,9.433643039,5.741276999999998,83.6329
204,mof_unit_pretest_205,3103.867557,2011.716726,1343.0,0.24136,0.2243,F-I,12,9,13,bcu,16.29223327,6.101636,97.03862
205,mof_unit_pretest_206,1351.170382,673.2960400000002,2094.62,0.28144,0.3401,Pr,3,1,13,pcu,11.80600064,5.633935,97.78905
206,mof_unit_pretest_207,1424.1023460000001,685.58592,2572.1,0.3136,0.3923,Ph,2,1,21,pcu,12.47082934,4.92396,62.529743
207,mof_unit_pretest_208,680.99802,575.4291400000002,0.0,0.0627799999999999,0.0447,OMe-H,2,10,14,pcu,56.54015153,8.803230000000003,135.44492
208,mof_unit_pretest_209,1355.617835,881.35724,1652.02,0.29127,0.2698,Me-I,2,12,16,pcu,14.14997666,5.415092,81.79175
209,mof_unit_pretest_210,2203.9629649999997,1282.65466,1228.94,0.19898,0.2059,OPr,9,17,24,sra,25.98986899,6.516356,122.0355
210,mof_unit_pretest_211,1657.595264,773.601646,2817.67,0.36698000000000003,0.4735,NH2-F,2,16,19,pcu,11.950197900000001,5.181153,66.54152
211,mof_unit_pretest_212,2790.74508,1274.18676,3720.77,0.38494,0.5077,Br,9,16,20,sra,21.97819318,5.843495,71.356255
212,mof_unit_pretest_213,3497.793771,1366.6865,3426.27,0.40121,0.6184,OMe-OH,9,6,18,sra,28.77505845,6.281518,76.82176
213,mof_unit_pretest_214,907.3630730000001,839.5958199999999,0.0,0.0532299999999999,0.0346,COOH-Cl,3,4,10,pcu,39.05574736,8.168206,104.00656
214,mof_unit_pretest_215,6268.387982,2055.08212,3286.67,0.5241600000000001,0.9628,OH-NO2,9,27,28,sra,18.96663808,5.149583,57.132256
215,mof_unit_pretest_216,1565.728292,781.7561,2295.4,0.28515,0.3439,H-Me,2,4,17,pcu,17.93884327,5.3296160000000015,82.89719
216,mof_unit_pretest_217,6845.114948,3311.729160000001,1849.45,0.25039,0.3117,OMe-NH2,4,3,27,acs,11.71369042,5.858967,125.51564
217,mof_unit_pretest_218,5037.866439,2143.3604800000007,3426.62,0.3816199999999999,0.5402,,12,4,12,bcu,16.48507422,5.1941760000000015,74.806786
218,mof_unit_pretest_219,2273.106486,1639.4181199999996,640.72,0.13963,0.1166,Cl-NO2,9,2,2,sra,33.16639326,6.496802,153.80304
219,mof_unit_pretest_220,1362.360455,887.81574,1546.87,0.2743,0.2535,Cl-SO3H,2,1,16,pcu,14.97358834,5.033047,70.58624
220,mof_unit_pretest_221,1959.624732,1068.39336,1820.5,0.2889,0.3191,H-OEt,9,1,13,sra,17.72483774,5.343192,64.83661
221,mof_unit_pretest_222,2438.290133,1761.0179999999998,0.0,0.07438,0.062,OPr-NO2,9,17,19,sra,51.62192402,8.561105,195.44049
222,mof_unit_pretest_223,1617.7762539999999,1078.4727599999999,511.03,0.14978,0.1353,OEt,9,4,22,sra,19.07957165,5.935221,127.18338
223,mof_unit_pretest_224,1885.191119,1707.536196,233.88,0.04923,0.0327,OPr-OH,10,46,57,etb,46.31276179,7.499337,131.11075
224,mof_unit_pretest_225,5169.831275,2423.54144,2656.13,0.30093000000000003,0.3866,OEt-OH,12,11,12,bcu,14.70198143,4.623233,71.0067
225,mof_unit_pretest_226,1654.795559,1301.69236,0.0,0.1234,0.0945,NO2-OH,2,9,13,pcu,39.80962208,6.421809,130.7215
226,mof_unit_pretest_227,1436.050425,1106.1841,529.34,0.10432000000000001,0.0816,OPr-Br,3,14,21,pcu,21.57886292,6.8331550000000005,148.7257
227,mof_unit_pretest_228,11536.772442,5497.67488,2342.91,0.34564,0.4368,OMe,1,1,17,pcu,15.30930059,5.6369940000000005,157.51094
228,mof_unit_pretest_229,2378.0832530000002,1200.0892800000001,1003.08,0.17065,0.2036,Pr-Ph,3,18,22,pcu,42.32078629,7.126894999999998,170.86081
229,mof_unit_pretest_230,7794.289006,3983.21952,2305.31,0.32635,0.3846,OMe-OEt,3,38,40,fof,21.64628553,6.322279,121.19649
230,mof_unit_pretest_231,1612.307812,1035.21596,1327.88,0.2464,0.2311,NO2-CN,3,12,17,pcu,19.78287113,5.234251,82.788155
231,mof_unit_pretest_232,2450.508757,1112.54372,2851.49,0.32461,0.4306,Et-Cl,3,4,28,pcu,15.12601919,5.685939,83.835945
232,mof_unit_pretest_233,1217.837709,638.48812,2260.0,0.3204599999999999,0.3681,OH-NH2,2,14,19,pcu,12.67241255,5.122358,68.45433
233,mof_unit_pretest_234,1361.341803,783.34712,1910.36,0.25296,0.2647,Cl-NHMe,2,11,16,pcu,13.42939311,5.292285,86.2359
234,mof_unit_pretest_235,997.2222119999999,628.4487,691.75,0.14957,0.1429,COOH-CN,2,10,23,pcu,23.32120169,6.3204199999999995,169.5762
235,mof_unit_pretest_236,691.134679,526.97952,0.0,0.11481,0.0907,HCO,3,10,12,pcu,52.78504124,7.558018,110.51809
236,mof_unit_pretest_237,3039.546743,1347.908573,3106.45,0.35186,0.4778,F-Et,12,4,13,bcu,15.25623239,5.102562,55.62261
237,mof_unit_pretest_238,1689.371816,829.744646,2011.43,0.24921,0.3056,F-OPr,2,11,25,pcu,13.91431307,5.270449,89.7522
238,mof_unit_pretest_239,3871.0595829999997,2609.28752,1059.27,0.1888099999999999,0.1687,H,4,1,11,acs,29.42240063,6.507189,136.77692
239,mof_unit_pretest_240,1560.248274,819.7212599999998,1646.26,0.25367,0.2908,CN-OPr,2,4,17,pcu,16.80525508,5.755783,123.064995
240,mof_unit_pretest_241,1128.802179,623.15124,1858.92,0.27293,0.2977,HCO,3,4,11,pcu,12.80790114,5.764483,102.667366
241,mof_unit_pretest_242,3447.85696,2131.20684,908.24,0.17337,0.1689,NO2-OPr,9,17,23,sra,40.01839874,7.0905960000000015,160.1823
242,mof_unit_pretest_243,2169.344424,1597.34124,0.0,0.20007,0.1636,I-Ph,3,13,18,pcu,30.64746474,7.1231800000000005,157.08441
243,mof_unit_pretest_244,1663.411438,1849.9298,0.0,0.15257,0.0826,Cl-I,2,14,23,pcu,34.38732548,6.517128,94.52852
244,mof_unit_pretest_245,1666.087788,883.3553199999999,1908.09,0.27037,0.3071,Pr-NO2,3,1,23,pcu,16.52877983,5.90621,113.8405
245,mof_unit_pretest_246,2834.54815,1261.8458,3040.76,0.37205,0.5033,Cl-NH2,2,22,29,pcu,12.54479306,4.7685059999999995,60.625607
246,mof_unit_pretest_247,1110.295446,679.62132,0.0,0.13754,0.1353,OPr,2,4,12,pcu,14.86769268,6.080971,111.19153
247,mof_unit_pretest_248,3318.903644,1227.7948800000001,3487.93,0.40763,0.6636,OMe-H,3,17,23,pcu,11.99842479,5.436028,64.77823
248,mof_unit_pretest_249,1085.824326,659.22816,1208.78,0.17831,0.1769,OMe-NHMe,3,10,26,pcu,33.61596764,6.04063,141.18796
249,mof_unit_pretest_250,6079.052514,2406.01468,2940.94,0.33991,0.5172,OEt-OPr,4,3,7,acs,23.53673478,5.541155000000002,84.2968
250,mof_unit_pretest_251,7869.996622,3810.4911460000003,2309.82,0.30723,0.3821,F,4,2,17,acs,18.59614307,5.879903,118.320206
251,mof_unit_pretest_252,2461.0941629999998,1516.7784,0.0,0.14544,0.1421,NO2-Pr,9,18,19,sra,47.65238584,7.612999,166.9516
252,mof_unit_pretest_253,2638.213418,1602.17243,0.0,0.17995,0.1784,F-OH,12,9,11,bcu,32.87672328,6.7834210000000015,141.89714
253,mof_unit_pretest_254,2268.470488,2157.65444,0.0,0.1260099999999999,0.0798,I-Cl,3,14,14,pcu,78.65913952,7.299708,136.6667
254,mof_unit_pretest_255,1122.239852,715.65496,1256.02,0.17649,0.1667,Me,2,1,9,pcu,31.25745864,7.137127,188.31091
255,mof_unit_pretest_256,1951.3610879999999,1396.4500380000004,0.0,0.13229000000000002,0.1113,F-Et,9,1,16,sra,63.03644988,7.346878999999999,152.47046
256,mof_unit_pretest_257,4044.395462,2765.67288,0.0,0.0,0.0,Ph-OEt,2,38,38,fof,19.90370816,6.889225,167.85878
257,mof_unit_pretest_258,3080.95066,2457.66192,0.0,0.059860000000000003,0.0452,NH2-OH,9,18,29,sra,26.17238425,7.662244,194.8593
258,mof_unit_pretest_259,1085.867262,803.05536,0.0,0.15316,0.1247,OH-NO2,3,5,17,pcu,98.03757546,8.384636,141.94489
259,mof_unit_pretest_260,1152.3420820000001,853.36426,0.0,0.1069099999999999,0.0869,OH-Me,3,4,22,pcu,56.25974589,7.111238,121.97045
260,mof_unit_pretest_261,2011.866975,879.7765199999999,2517.5,0.37915,0.5221,OEt,2,14,27,pcu,13.25848209,5.1950059999999985,69.4594
261,mof_unit_pretest_262,1260.7071119999996,934.90622,1310.09,0.22484,0.1826,CN-SO3H,1,10,10,pcu,24.16630716,5.49868,92.368866
262,mof_unit_pretest_263,2918.96331,1362.02954,2046.04,0.23525,0.3036,NHMe-OPr,3,11,29,pcu,23.61394984,6.009787,104.926605
263,mof_unit_pretest_264,3009.511338,1218.1669,3507.16,0.33652,0.5007,Pr-COOH,2,18,23,pcu,17.44374502,5.603912,74.538055
264,mof_unit_pretest_265,1560.5120650000001,1071.6036800000004,1174.62,0.19557,0.1715,NO2-H,2,4,17,pcu,31.99071958,6.383312,138.28223
265,mof_unit_pretest_266,1334.832831,729.63848,1781.27,0.26381,0.2906,Ph-OH,2,4,13,pcu,14.95474724,5.6041419999999995,110.06222
266,mof_unit_pretest_267,4378.750581,1641.172,3151.28,0.39445,0.6338,Et,9,3,18,sra,34.58764994,6.465797,79.80185
267,mof_unit_pretest_268,2768.9631649999997,1974.517616,990.0,0.20906,0.1766,NO2-HCO,10,48,53,etb,16.95137134,5.997991000000002,117.113525
268,mof_unit_pretest_269,1742.8027730000001,721.33884,3120.23,0.38514,0.5604,H-Me,3,4,26,pcu,10.48995568,5.081701,57.151157
269,mof_unit_pretest_270,1934.4648379999999,1180.03968,1406.36,0.22695,0.2241,OPr-SO3H,2,24,27,pcu,25.77907459,6.2161800000000005,129.45549
270,mof_unit_pretest_271,1558.891249,1049.750689,1088.36,0.19559,0.1749,H-F,2,9,16,pcu,17.61561631,5.74303,114.91794
271,mof_unit_pretest_272,1100.285247,879.7831199999998,0.0,0.0655299999999999,0.0494,NH2-CN,2,9,24,pcu,47.007571,7.017882000000001,113.94877
272,mof_unit_pretest_273,1296.27305,943.06286,1111.35,0.22399000000000002,0.1854,I,3,4,16,pcu,20.13720178,5.722497,99.86619
273,mof_unit_pretest_274,1643.4162119999999,1487.29387,1097.27,0.26861,0.1787,Cl-I,2,13,14,pcu,14.57299365,5.5468720000000005,81.46378
274,mof_unit_pretest_275,1143.290123,918.78335,1450.26,0.2645,0.1982,H-I,3,11,14,pcu,10.98557783,6.015639,99.233345
275,mof_unit_pretest_276,1811.068188,789.73504,3012.84,0.30937,0.4272,Ph,2,2,10,pcu,18.57664252,5.998296,90.28708
276,mof_unit_pretest_277,6829.0762939999995,2810.5443,2975.56,0.38585,0.5646,Br-NHMe,4,3,3,acs,10.04138402,5.460116,90.933495
277,mof_unit_pretest_278,1578.4699679999999,889.23053,1958.23,0.3086,0.3299,I,3,14,17,pcu,19.79328401,5.83009,101.55648
278,mof_unit_pretest_279,2213.302463,1776.6552510000001,0.0,0.06984,0.0524,OH-F,9,16,18,sra,106.8174695,8.297475,175.44797
279,mof_unit_pretest_280,2194.541223,929.5509599999999,3003.64,0.32993,0.4691,OPr,3,17,24,pcu,15.0475584,5.282101,68.24213
280,mof_unit_pretest_281,1920.07761,1324.69288,0.0,0.09226000000000001,0.0805,,9,2,16,sra,160.09951,9.59024,196.68866
281,mof_unit_pretest_282,2922.52183,2048.45268,0.0,0.1015,0.0872,OPr-OEt,1,10,12,pcu,54.43118273,6.9188089999999995,161.96066
282,mof_unit_pretest_283,4046.6600299999996,3490.1864,0.0,0.06185,0.0432,NHMe-SO3H,4,11,15,acs,73.68282823,9.204331,245.10628
283,mof_unit_pretest_284,1423.464027,725.28448,2187.7,0.2670099999999999,0.3156,OMe-Me,3,14,21,pcu,14.22279244,5.738678,100.250305
284,mof_unit_pretest_285,3319.076064,1428.3536,2267.16,0.32708000000000004,0.4577,OMe-OPr,2,16,28,pcu,16.92025829,5.723706,84.32474
285,mof_unit_pretest_286,2254.086811,1480.40964,1568.57,0.25933,0.2378,Br-H,4,4,19,acs,20.45337758,5.676080000000002,83.348305
286,mof_unit_pretest_287,4280.834634000002,4181.52808,0.0,0.07259,0.0448,COOH-OH,4,11,14,acs,71.13808815,8.177944,189.38873
287,mof_unit_pretest_288,3465.89358,1183.75376,3757.74,0.46545,0.8207,OMe-NH2,3,18,25,pcu,9.224956838999999,4.646496,48.66134
288,mof_unit_pretest_289,4250.9825789999995,3089.87544,753.67,0.14393,0.1192,COOH-OPr,4,19,22,acs,33.16761341,6.238256,146.15292
289,mof_unit_pretest_290,1314.108517,1303.3846800000001,0.0,0.09333,0.0567,Br-SO3H,2,12,16,pcu,91.27998576,8.398439,117.64695
290,mof_unit_pretest_291,1553.790667,1364.20402,0.0,0.09011,0.0618,SO3H-Me,2,16,24,pcu,79.38962187,7.422478999999999,127.5822
291,mof_unit_pretest_292,3843.3948119999995,1616.80304,2506.32,0.38325,0.5487,OH,9,7,18,sra,28.82599859,6.1684470000000005,81.22563
292,mof_unit_pretest_293,1584.450801,743.3443599999998,2297.56,0.3494,0.4485,Me,3,4,17,pcu,13.27236717,5.390532,76.499825
293,mof_unit_pretest_294,3249.519072,1476.8022,2644.39,0.3061,0.4056,NHMe-NO2,9,16,26,sra,51.32909926,6.681808,104.17493
294,mof_unit_pretest_295,2428.9737600000008,1033.76748,3366.98,0.3900099999999999,0.5519,NO2-OH,2,4,28,pcu,12.56189462,5.077237,61.91295
295,mof_unit_pretest_296,4165.320378,3288.1514399999996,619.07,0.13068,0.0997,Cl-NH2,4,22,24,acs,60.57007564,7.596485,199.32965
296,mof_unit_pretest_297,1622.486059,924.22344,1800.84,0.30959000000000003,0.3273,H,9,1,1,sra,13.97951809,4.8824819999999995,47.440884
297,mof_unit_pretest_298,901.140499,823.13356,771.46,0.16408,0.1082,Br-NO2,2,1,10,pcu,47.25154092,6.5262139999999995,105.61368
298,mof_unit_pretest_299,2054.5699449999997,1308.20668,1192.38,0.19495,0.1844,SO3H-H,2,9,18,pcu,25.76122341,6.630724000000002,147.83374
299,mof_unit_pretest_300,17352.215913,8561.73088,1893.4,0.37679,0.4599,,1,15,15,pcu,10.720671300000001,4.842716,216.31026
300,mof_unit_pretest_301,1814.78417,1335.76376,0.0,0.0384899999999999,0.0315,COOH-Pr,3,10,29,pcu,27.23562773,9.316597,194.93207
301,mof_unit_pretest_302,5097.536678,2391.63184,2712.72,0.32719000000000004,0.42,OEt,12,1,12,bcu,16.70384514,5.479506,84.07498
302,mof_unit_pretest_303,1635.711168,1088.2633,908.13,0.17457,0.158,NHMe-Br,3,22,25,pcu,17.77406337,5.85192,121.36432
303,mof_unit_pretest_304,2049.525447,1316.1838,873.55,0.1235,0.1158,COOH-Ph,2,9,18,pcu,67.54702468,7.284128,177.71306
304,mof_unit_pretest_305,1656.955244,1420.6729999999998,0.0,0.06892000000000001,0.0484,OEt-SO3H,4,1,5,acs,62.57237803,7.1207259999999994,127.47113
305,mof_unit_pretest_306,2565.969331,1412.09464,0.0,0.21600000000000003,0.2364,OEt,12,9,12,bcu,30.03768013,6.343572,127.763214
306,mof_unit_pretest_307,2921.610722,1132.66374,3374.99,0.41677,0.6474,NHMe,3,14,29,pcu,10.02419369,4.4566,47.30767
307,mof_unit_pretest_308,1691.6896120000001,1095.510036,955.1,0.16308,0.1517,OMe-F,3,16,24,pcu,15.38117339,6.405931,148.69882
308,mof_unit_pretest_309,2265.353794,1757.1681600000004,0.0,0.02642,0.0205,OEt-NH2,9,2,17,sra,44.19886509,10.700387,225.98616
309,mof_unit_pretest_310,2931.010768,1581.661,1945.76,0.26707,0.298,OMe-Br,3,1,29,pcu,13.04458867,6.384213,116.8602
310,mof_unit_pretest_311,2613.617841,1368.69776,1831.95,0.22245,0.2558,OEt,9,13,20,sra,17.71759109,6.2686410000000015,101.84393
311,mof_unit_pretest_312,2266.38519,1318.6456,1472.38,0.27273000000000003,0.2823,NH2-SO3H,9,2,4,sra,12.35641934,5.277085,66.301346
312,mof_unit_pretest_313,2885.707288,1427.78774,2416.03,0.30743000000000004,0.3742,NH2-HCO,3,4,29,pcu,20.22449946,5.285264,76.1602
313,mof_unit_pretest_314,1891.094711,1053.9344199999996,0.0,0.1523,0.1646,OPr-CN,2,21,22,pcu,13.08205806,6.135599,125.89876
314,mof_unit_pretest_315,1621.979188,919.819093,1629.38,0.22891,0.2431,F-Et,2,13,15,pcu,28.05440612,6.1578300000000015,138.46611
315,mof_unit_pretest_316,1143.4403,971.82068,0.0,0.05532,0.0392,OH-OMe,2,9,14,pcu,32.85948018,7.633306,118.24353
316,mof_unit_pretest_317,12052.111707,4711.7495899999985,2457.59,0.5051899999999999,0.7782,F-OH,10,54,54,etb,19.98296829,5.42719,176.55003
317,mof_unit_pretest_318,5043.547825,2187.37152,3314.23,0.39281,0.5454,,12,1,24,bcu,13.24947326,5.249738,75.9093
318,mof_unit_pretest_319,1552.65508,1222.95988,1181.56,0.2273,0.1738,HCO-Br,2,12,18,pcu,19.00747803,5.685247,93.76709
319,mof_unit_pretest_320,1467.61772,1167.3064,438.59,0.0958,0.0725,NHMe-Cl,2,10,28,pcu,46.37744309,7.047953999999999,152.46228
320,mof_unit_pretest_321,1567.481137,843.3725199999999,1726.95,0.2290199999999999,0.2563,OMe,3,1,17,pcu,15.41355636,5.812259,119.786446
321,mof_unit_pretest_322,2880.9768710000008,1289.1652800000004,3011.71,0.33515,0.4511,OMe-NHMe,2,4,29,pcu,15.07667176,5.349553,76.24774
322,mof_unit_pretest_323,2540.49897,1177.84524,2846.36,0.33119,0.4302,,12,4,22,bcu,19.19895373,5.479445,62.79116
323,mof_unit_pretest_324,1345.3973330000001,1123.94194,702.16,0.15404,0.111,I,9,5,24,sra,19.04398049,6.161794,97.62127
324,mof_unit_pretest_325,2716.833302,1212.2038400000001,2587.72,0.28164,0.3801,OPr-OH,2,18,20,pcu,21.64438399,5.520867,86.16472
325,mof_unit_pretest_326,2927.979738,1304.21484,2735.72,0.28772,0.389,OEt-H,2,11,29,pcu,20.09681025,5.748061,90.296684
326,mof_unit_pretest_327,1008.716173,822.6041799999998,0.0,0.0,0.0,Ph-Br,2,10,23,pcu,32.72475091,8.086153,126.29777
327,mof_unit_pretest_328,1590.293882,1100.34448,883.36,0.16228,0.1412,OH,9,12,22,sra,17.868656299999994,5.414845,80.85545
328,mof_unit_pretest_329,1803.174018,802.8632,2252.68,0.2626199999999999,0.3552,Et-NH2,2,11,26,pcu,11.93654174,5.432837,87.850174
329,mof_unit_pretest_330,20236.704931,6795.69872,3494.86,0.47345,0.8490000000000001,OPr-H,1,1,29,pcu,11.368880800000001,5.390287,257.063
330,mof_unit_pretest_331,1017.7467460000001,709.60424,0.0,0.10091,0.0872,Et-COOH,2,10,25,pcu,65.99198964,7.282796,128.5311
331,mof_unit_pretest_332,825.0393690000002,736.45768,0.0,0.04224,0.0285,Cl-OEt,2,10,16,pcu,58.72258025,7.902003,103.27741
332,mof_unit_pretest_333,1117.695551,713.32014,0.0,0.14039000000000001,0.1325,NHMe-Me,3,4,14,pcu,17.63720919,5.9805449999999984,106.14003
333,mof_unit_pretest_334,2237.426724,1839.4851760000001,543.12,0.1165,0.0853,NO2,10,49,56,etb,33.8495415,5.663824,117.27513
334,mof_unit_pretest_335,3569.337907,1342.56248,2940.2,0.3559,0.5698,OPr-Et,2,17,26,pcu,14.40585706,5.708727,73.17667
335,mof_unit_pretest_336,7833.466415999998,3510.70832,2865.02,0.43217,0.5807,NH2,3,38,40,fof,19.8049411,5.506858,100.69542
336,mof_unit_pretest_337,1519.513544,745.27412,2210.81,0.34668000000000004,0.4257,HCO,3,1,18,pcu,15.35455013,5.523739,84.122574
337,mof_unit_pretest_338,674.567063,530.34876,0.0,0.08961000000000001,0.0686,NO2,2,10,14,pcu,115.83524399999999,8.592901,139.793
338,mof_unit_pretest_339,1746.3295329999999,1013.90856,0.0,0.15597,0.1618,NHMe-Et,2,10,29,pcu,82.0077223,7.029081,149.77353
339,mof_unit_pretest_340,1676.20244,953.39858,1734.65,0.24422,0.2586,HCO-OH,3,16,24,pcu,24.27672292,6.752089,156.94899
340,mof_unit_pretest_341,2031.9780219999998,863.541,2576.38,0.36814,0.5217,Pr,3,1,27,pcu,10.95983346,5.33629,70.79521
341,mof_unit_pretest_342,5071.959085,2187.37152,3372.32,0.39882,0.5569,,12,1,4,bcu,13.15626873,4.937993,72.10445
342,mof_unit_pretest_343,1649.8491960000001,842.3035199999998,2304.22,0.29694,0.3503,Cl-Et,3,13,14,pcu,20.1317163,5.547149,86.54123
343,mof_unit_pretest_344,2272.937232,1554.27824,884.65,0.15647,0.1378,COOH-OMe,3,11,11,pcu,36.96108084,7.057617,165.12857
344,mof_unit_pretest_345,2255.709807,1336.65912,0.0,0.17668,0.1796,H-SO3H,9,11,18,sra,77.32120696,7.084859,150.05841
345,mof_unit_pretest_346,1499.668005,803.76162,1599.83,0.21219000000000002,0.2384,Pr,2,16,24,pcu,21.41528408,5.959861,139.505
346,mof_unit_pretest_347,1980.6461780000002,1715.06518,195.53,0.06579,0.0458,NO2-Me,4,14,22,acs,75.78961041,9.171745,182.63495
347,mof_unit_pretest_348,1092.215242,807.239613,518.82,0.12824000000000002,0.1045,F-OEt,3,5,17,pcu,65.00582219,7.62967,175.0145
348,mof_unit_pretest_349,5161.635101,1962.3303600000002,3043.89,0.49198000000000003,0.7793,HCO-SO3H,3,3,18,pcu,17.40733854,5.689235,73.40329
349,mof_unit_pretest_350,1132.9943369999999,787.39692,0.0,0.1113,0.0964,OEt,3,4,9,pcu,38.72420694,7.789536999999998,140.90112
350,mof_unit_pretest_351,2170.987244,2269.922077,0.0,0.04648,0.0268,F-Cl,9,2,18,sra,17.51864016,9.31228,149.96188
351,mof_unit_pretest_352,4423.628516,2220.44992,2237.08,0.35159,0.4218,SO3H-HCO,1,9,11,pcu,14.686130599999998,5.510142,89.909966
352,mof_unit_pretest_353,2001.8307989999998,791.6714,3190.95,0.42507,0.6473,,2,14,27,pcu,16.18323556,5.501003,65.572914
353,mof_unit_pretest_354,3049.203291,2512.889856,479.0,0.1188099999999999,0.0868,OMe-NO2,10,43,56,etb,36.90635137,6.648548,158.49863
354,mof_unit_pretest_355,1641.2132800000004,783.32056,2515.86,0.33813000000000004,0.4266,H-HCO,3,13,22,pcu,10.94185169,5.1250589999999985,66.566864
